Protein,Cluster_ID,Cluster_Size
SYPL2,217,14
NEUROG1,218,14
POU3F2,218,14
LMX1A,218,14
DLX2,218,14
NKX2-2,218,14
LHX6,218,14
POU3F3,218,14
DLX1,218,14
NEUROD2,218,14
ASCL1,218,14
NEUROG2,218,14
OTP,218,14
POU4F1,218,14
MYT1L,218,14
XDH,219,14
PLIN2,219,14
MFGE8,219,14
CLEC4G,219,14
BTN3A2,219,14
BTN2A1,219,14
BTN3A3,219,14
BTN1A1,219,14
BTN3A1,219,14
ERMAP,219,14
BTNL9,219,14
BTNL3,219,14
BTNL8,219,14
BTN2A2,219,14
PDSS1,220,14
COQ2,220,14
PDSS2,220,14
COQ6,220,14
COQ3,220,14
COQ7,220,14
ADCK2,220,14
COQ8B,220,14
COQ8A,220,14
COQ9,220,14
COQ10B,220,14
COQ5,220,14
COQ4,220,14
COQ10A,220,14
CBX5,221,14
CBX3,221,14
CBX1,221,14
KMT5B,221,14
CHAF1A,221,14
PMF1-BGLAP,221,14
PRR14,221,14
ADNP,221,14
POGZ,221,14
CHAMP1,221,14
KMT5C,221,14
SUV39H2,221,14
ADNP2,221,14
ZNF280D,221,14
GRAP2,222,14
VAV2,222,14
VAV3,222,14
VAV1,222,14
LCP2,222,14
ITK,222,14
FYB1,222,14
LAT,222,14
LAT2,222,14
TEC,222,14
TXK,222,14
GRAP,222,14
SKAP1,222,14
CCNDBP1,222,14
CD82,223,14
CD9,223,14
B4E171_HUMAN,223,14
CD81,223,14
CD63,223,14
SDCBP2,223,14
CD151,223,14
TSPAN9,223,14
TSPAN32,223,14
CD37,223,14
IGSF8,223,14
PTGFRN,223,14
FKBP11,223,14
PTGFR,223,14
BLNK,224,14
PLCZ1,224,14
PLCB4,224,14
PLCD1,224,14
PLCG2,224,14
PLCD4,224,14
PLCE1,224,14
PLCD3,224,14
PLCB3,224,14
PLCB1,224,14
SH2D2A,224,14
PIK3AP1,224,14
PLCH2,224,14
PLCH1,224,14
EIF4B,225,14
LARP1,225,14
EIF4H,225,14
EIF4A2,225,14
PAIP1,225,14
PAIP2,225,14
CSDE1,225,14
MKRN2,225,14
PABPC3,225,14
PABPC4,225,14
PABPC1L2A,225,14
PABPC4L,225,14
PAN3,225,14
PAN2,225,14
ATP8A1,226,14
ATP8B1,226,14
ATP10A,226,14
ATP11C,226,14
TMEM30A,226,14
ATP8B3,226,14
ATP10D,226,14
ATP8B2,226,14
ATP10B,226,14
ATP8A2,226,14
ATP8B4,226,14
ATP11B,226,14
ATP11A,226,14
TMEM30B,226,14
POLDIP3,227,14
THOC5,227,14
THOC2,227,14
NCBP3,227,14
SARNP,227,14
DDX39A,227,14
THOC1,227,14
CHTOP,227,14
FYTTD1,227,14
ZC3H11A,227,14
THOC3,227,14
THOC6,227,14
THOC7,227,14
LUZP4,227,14
AKAP7,228,14
AKAP5,228,14
PRKAR1A,228,14
PRKAR2A,228,14
AKAP11,228,14
AKAP1,228,14
PRKAR2B,228,14
AKAP10,228,14
AKAP8,228,14
AKAP6,228,14
AKAP13,228,14
AKAP12,228,14
PRKAR1B,228,14
PRKX,228,14
FAM83H,229,14
FAM20C,229,14
AMBN,229,14
KLK4,229,14
AMELX,229,14
MMP20,229,14
AMTN,229,14
TUFT1,229,14
ODAPH,229,14
WDR72,229,14
ENAM,229,14
FAM20A,229,14
PKDCC,229,14
ODAM,229,14
IGFBP2,230,13
IGFBP1,230,13
IGF2,230,13
IGFBP3,230,13
IGFBP4,230,13
IGFBP5,230,13
IGFBP7,230,13
IGFBP6,230,13
PAPPA2,230,13
INS-IGF2,230,13
IGFALS,230,13
ZBED6,230,13
NIPA2,230,13
PHPT1,231,13
KCNMB1,231,13
KCNMA1,231,13
KCNU1,231,13
KCNMB4,231,13
KCNN2,231,13
KCNN4,231,13
KCNMB2,231,13
KCNN3,231,13
KCNN1,231,13
KCNMB3,231,13
LRRC26,231,13
LRRC52,231,13
MGLL,232,13
NAPEPLD,232,13
CNR1,232,13
NAAA,232,13
GDE1,232,13
DAGLA,232,13
FAAH,232,13
GPR18,232,13
ABHD12,232,13
ABHD6,232,13
DAGLB,232,13
NCEH1,232,13
ABHD4,232,13
BSG,233,13
SLC2A3,233,13
SLC16A3,233,13
EMB,233,13
SLC17A5,233,13
SLC16A7,233,13
SLC16A1,233,13
SLC16A4,233,13
ATP2B1,233,13
NPTN,233,13
SLC18B1,233,13
AJAP1,233,13
SLC16A8,233,13
IGHD,234,13
IGLL5,234,13
IGHV1-3,234,13
IGLV10-54,234,13
IGKV2D-28,234,13
IGKV2D-40,234,13
IGKV2D-29,234,13
JCHAIN,234,13
IGLL1,234,13
IGHV3-11,234,13
IGHV3-15,234,13
IGKV2-40,234,13
IGHV3-72,234,13
CTBP2,235,13
MECOM,235,13
CTBP1,235,13
ZNF516,235,13
RREB1,235,13
PRDM2,235,13
KLF3,235,13
KLF8,235,13
HIC2,235,13
SPEN,235,13
HIC1,235,13
ZBTB18,235,13
FHL3,235,13
CNN2,236,13
POC1B,236,13
POC1A,236,13
COL22A1,236,13
IFI30,236,13
EFCAB6,236,13
WDR90,236,13
C19orf71,236,13
TAGLN3,236,13
TAGLN2,236,13
FAM161A,236,13
SPATA4,236,13
PACRGL,236,13
XIRP1,237,13
CAPNS1,237,13
CAPN2,237,13
CAST,237,13
CAPN1,237,13
CAPN14,237,13
CAPN8,237,13
CAPNS2,237,13
CAPN7,237,13
CAPN6,237,13
CAPN11,237,13
CAPN5,237,13
OXNAD1,237,13
CABP4,238,13
NYX,238,13
GRM6,238,13
LRIT3,238,13
TRPM1,238,13
MTMR10,238,13
FRMD7,238,13
SLC24A1,238,13
OPN1LW,238,13
OPN1MW,238,13
TEX28,238,13
CDR1,238,13
GPR179,238,13
DLX5,239,13
BMP2,239,13
AMH,239,13
MSX2,239,13
BMP5,239,13
BMP7,239,13
GDF5,239,13
BMP6,239,13
GDF7,239,13
GDF6,239,13
RGMB,239,13
RGMA,239,13
DRGX,239,13
PAXIP1,240,13
KMT2D,240,13
KMT2C,240,13
SETD1A,240,13
MEN1,240,13
ASH2L,240,13
BOD1L1,240,13
CXXC1,240,13
SETD1B,240,13
WDR5B,240,13
KMT2B,240,13
DPY30,240,13
PAGR1,240,13
HOXA5,241,13
HOXA7,241,13
HOXB5,241,13
HOXB7,241,13
HOXC4,241,13
HOXC6,241,13
HOXA6,241,13
HOXC5,241,13
HOXD4,241,13
HOXB4,241,13
V9GYH0_HUMAN,241,13
HOXB6,241,13
HOXB9,241,13
ZFYVE27,242,13
ATL3,242,13
ATL1,242,13
RTN2,242,13
RTN1,242,13
REEP4,242,13
SSNA1,242,13
SPAST,242,13
REEP1,242,13
NIPA1,242,13
ATL2,242,13
REEP2,242,13
RTP2,242,13
NUDT19,243,13
NUDT1,243,13
NUDT5,243,13
NUDT12,243,13
NUDT15,243,13
NUDT14,243,13
ACP7,243,13
NUDT22,243,13
NUDT17,243,13
NUDT18,243,13
NUDT7,243,13
NUDT13,243,13
TRPT1,243,13
RANBP9,244,13
WDR26,244,13
GID4,244,13
GID8,244,13
RMND5B,244,13
YPEL5,244,13
MAEA,244,13
RANBP10,244,13
RMND5A,244,13
ARMC8,244,13
MKLN1,244,13
HBP1,244,13
DDX50,244,13
PRMT5,245,13
PRMT6,245,13
PRDM4,245,13
CTCFL,245,13
PRMT9,245,13
WDR77,245,13
CLNS1A,245,13
ZNF224,245,13
PRMT3,245,13
COPRS,245,13
PRMT7,245,13
RBM23,245,13
PRMT8,245,13
SLC25A3,246,13
SLC25A11,246,13
MTCH1,246,13
SLC25A15,246,13
TRIM13,246,13
MTCH2,246,13
NEGR1,246,13
SLC25A26,246,13
SLC25A32,246,13
SLC25A33,246,13
SLC25A16,246,13
SLC25A10-2,246,13
SLC25A10,246,13
RAB3A,247,12
SLC32A1,247,12
SLC17A7,247,12
SLC18A2,247,12
SYN3,247,12
RIMS1,247,12
SLC17A6,247,12
SYN2,247,12
SLC17A8,247,12
SLC18A3,247,12
PCLO,247,12
SLC18A1,247,12
CTSD,248,12
DNAJC5,248,12
KCTD7,248,12
CLN3,248,12
CTSF,248,12
MFSD8,248,12
PPT1,248,12
TPP1,248,12
CLN5,248,12
CLN8,248,12
CLN6,248,12
PPT2,248,12
NKTR,249,12
DEK,249,12
SRSF11,249,12
PNN,249,12
PNISR,249,12
RNPS1,249,12
SRPK2,249,12
PRPF38B,249,12
SCAF11,249,12
ZRANB2,249,12
SREK1,249,12
ARGLU1,249,12
WRAP53,250,12
DCLRE1B,250,12
TERF1,250,12
POT1,250,12
TERF2,250,12
TINF2,250,12
ACD,250,12
RTEL1,250,12
TERF2IP,250,12
NUPR2,250,12
TEN1,250,12
CTC1,250,12
PIK3R3,251,12
PIK3CB,251,12
PIK3CD,251,12
SYNJ2,251,12
TIAM1,251,12
PIK3CG,251,12
INPP5E,251,12
PIK3R5,251,12
PIK3R6,251,12
RAP1GDS1,251,12
DIRAS1,251,12
P3R3URF,251,12
JDP2,252,12
ATF3,252,12
JUNB,252,12
FOSL1,252,12
FOSB,252,12
JUND,252,12
DUSP1,252,12
FOSL2,252,12
NR4A2,252,12
ATF7,252,12
DUSP12,252,12
IER2,252,12
UMPS,253,12
DPYD,253,12
DPYSL2,253,12
DHODH,253,12
FDXR,253,12
TMEM116,253,12
DPYS,253,12
SLC23A1,253,12
SLC23A2,253,12
GOLT1B,253,12
DPYSL4,253,12
GOLT1A,253,12
IDO2,254,12
ASMT,254,12
IDO1,254,12
MAOA,254,12
MAOB,254,12
LRTOMT,254,12
AANAT,254,12
INMT,254,12
DDC,254,12
AOC2,254,12
PNMT,254,12
AOC3,254,12
SOHLH1,255,12
FOXL2,255,12
YBX2,255,12
NOBOX,255,12
FIGLA,255,12
LHX8,255,12
BMP15,255,12
POF1B,255,12
SOHLH2,255,12
CCDC169-SOHLH2,255,12
DIAPH2,255,12
GBX1,255,12
SURF1,256,12
SCO1,256,12
CHCHD4,256,12
SCO2,256,12
COX17,256,12
COA6,256,12
COX18,256,12
COA7,256,12
COA5,256,12
COX19,256,12
GFER,256,12
CHCHD7,256,12
MGME1,257,12
SSBP1,257,12
TFB2M,257,12
TWNK,257,12
TFAM,257,12
GABPA,257,12
POLRMT,257,12
GABPB1,257,12
MTERF1,257,12
PPRC1,257,12
NRF1,257,12
TEFM,257,12
RAC3,258,12
DPYSL3,258,12
JAM3,258,12
IQGAP2,258,12
ABLIM1,258,12
ABLIM3,258,12
DAPP1,258,12
IQGAP3,258,12
TRIO,258,12
RHOJ,258,12
RHOG,258,12
ABRA,258,12
CHAF1B,259,12
CDAN1,259,12
ASF1A,259,12
ASF1B,259,12
TLK1,259,12
MMS22L,259,12
TONSL,259,12
CABIN1,259,12
UBN1,259,12
UBN2,259,12
TLK2,259,12
C15orf41,259,12
CYP24A1,260,12
CYP27B1,260,12
CYP2R1,260,12
CA8,260,12
CA1,260,12
PRSS12,260,12
CA4,260,12
CA12,260,12
CA5B,260,12
CA5A,260,12
CA3,260,12
SLC2A5,260,12
HUS1,261,12
TOPBP1,261,12
RAD9A,261,12
RHNO1,261,12
CDCA7L,261,12
RAD9B,261,12
RAD1,261,12
HUS1B,261,12
TICRR,261,12
MTBP,261,12
SMARCAD1,261,12
ZBTB14,261,12
CDC25A,262,12
CDC25C,262,12
CDC25B,262,12
SPDYE11,262,12
WEE1,262,12
SPDYE1,262,12
SPDYE5,262,12
SPDYE2,262,12
SPDYE2B,262,12
SPDYE6,262,12
BRSK2,262,12
WEE2,262,12
MFN2,263,12
FIS1,263,12
DNM1L,263,12
MFN1,263,12
MARCHF5,263,12
OMA1,263,12
OPA1,263,12
PARL-2,263,12
MFF,263,12
MIEF2,263,12
MIEF1,263,12
SLC25A46,263,12
SERGEF,264,12
DPH3,264,12
DPH5,264,12
DPH2,264,12
DCDC1,264,12
IMMP1L,264,12
MPPED2,264,12
DNAJC24,264,12
DPH6,264,12
DPH1,264,12
DPH7,264,12
OVCA2,264,12
GRXCR1,265,12
MSN,265,12
GRXCR2,265,12
TPRN,265,12
RDX,265,12
CLIC5,265,12
RIPOR2,265,12
FSCN2,265,12
PLS1,265,12
EPB41L1,265,12
TWF1,265,12
XIRP2,265,12
LGI1,266,12
DNER,266,12
DPP6,266,12
DPP10,266,12
ZIC4,266,12
CNTNAP2,266,12
ADAM11,266,12
ADAM28,266,12
IGLON5,266,12
DPYSL5,266,12
SOX1,266,12
PNMA2,266,12
TBC1D1,267,12
PRKAB2,267,12
PRKAG2,267,12
PRKAG1,267,12
PRKAG3,267,12
PRKAA2,267,12
PRKAB1,267,12
PRKAA1,267,12
STRADB,267,12
CAB39,267,12
EEF2K,267,12
CAB39L,267,12
TRPV1,268,12
MRGPRD,268,12
PIEZO2,268,12
GPR55,268,12
TRPA1,268,12
TRPV2,268,12
TRPM8,268,12
TRPM3,268,12
TRPM2,268,12
SYT9,268,12
SERPINA6,268,12
TRPV3,268,12
SLC12A5,269,12
UMOD,269,12
CLCNKA,269,12
SLC12A1,269,12
SLC12A3,269,12
KCNJ1,269,12
WNK4,269,12
SLC12A2,269,12
CLCNKB,269,12
SLC4A2,269,12
BSND,269,12
SLC12A4,269,12
GPN1,270,12
RPAP2,270,12
GPN3,270,12
RPAP1,270,12
POLR2M,270,12
RPRD1A,270,12
RPRD1B,270,12
GPN2,270,12
RPRD2,270,12
C12orf45,270,12
POLR2J3,270,12
POLR2J2,270,12
SFTPD,271,12
SFTPA1,271,12
SFTPA2,271,12
SFTPC,271,12
SFTPB,271,12
SCGB3A2,271,12
SFTA3,271,12
CSF2RA,271,12
TTF1,271,12
CCDC59,271,12
ADGRF5,271,12
ABCA3,271,12
FBN1,272,12
LTBP2,272,12
LOXL1,272,12
ADAMTS17,272,12
LTBP3,272,12
FBN2,272,12
LTBP1,272,12
ADAMTSL2,272,12
ADAMTS10,272,12
ADAMTSL5,272,12
FBN3,272,12
MFAP3,272,12
TLR1,273,12
LBP,273,12
S100A8,273,12
LY86,273,12
CD14,273,12
LY96,273,12
S100A9,273,12
TLR6,273,12
TRIL,273,12
CD180,273,12
TLR10,273,12
RNASE6,273,12
AQP9,274,12
AQP8,274,12
AQP7,274,12
AQP11,274,12
AQP3,274,12
AQP12A,274,12
AQP10,274,12
AQP2,274,12
MIP,274,12
AQP1,274,12
AQP5,274,12
AQP6,274,12
APOBEC1,275,12
APOBEC3D,275,12
APOBEC3H,275,12
APOBEC3B,275,12
APOBEC3G,275,12
APOBEC3F,275,12
APOBEC3C,275,12
APOBEC3A,275,12
CDA,275,12
APOBEC4,275,12
APOBEC2,275,12
A1CF,275,12
PTPRF,276,12
PTPRS,276,12
PTPRD,276,12
PPFIA4,276,12
LRFN1,276,12
PPFIBP1,276,12
PPFIBP2,276,12
LRFN5,276,12
LRFN4,276,12
SLITRK2,276,12
IL1RAPL1,276,12
SLITRK3,276,12
PRAMEF2,277,12
PRAMEF1,277,12
MBD3L2,277,12
TPRX1,277,12
LEUTX,277,12
DPRX,277,12
DUXB,277,12
ARGFX,277,12
DUXA,277,12
TRIM43,277,12
KHDC1L,277,12
MBD3L3,277,12
GUSB,278,11
SPAG9,278,11
HYAL2,278,11
HAS2,278,11
IDUA,278,11
ARSB,278,11
MST1R,278,11
HYAL4,278,11
HYAL1,278,11
HYAL3,278,11
HAS1,278,11
ABHD5,279,11
LIPE,279,11
FABP1,279,11
FABP4,279,11
FABP5,279,11
CIDEC,279,11
PLIN1,279,11
CIDEA,279,11
PLIN4,279,11
FABP3,279,11
PLIN5,279,11
FKBP4,280,11
HSF1,280,11
PTGES3,280,11
PPID,280,11
CDC37L1,280,11
CDC37,280,11
PPP5C,280,11
SDF2,280,11
CCT6B,280,11
PSMG1,280,11
DNAJC9,280,11
TSC1,281,11
TBC1D7,281,11
USP6,281,11
TSC2,281,11
RPS6KA1,281,11
RPS6KA6,281,11
RPS6KA2,281,11
RPS6KA3,281,11
DDIT4,281,11
RHEBL1,281,11
CRYGN,281,11
APEH,282,11
TFDP3,282,11
E2F8,282,11
E2F7,282,11
PGPEP1,282,11
PRSS16,282,11
THOP1,282,11
DPP7,282,11
DPP8,282,11
PREP,282,11
DPP9,282,11
ERBB4,283,11
EREG,283,11
AREG,283,11
TGFA,283,11
BTC,283,11
ERBB3,283,11
NRG1,283,11
EPGN,283,11
NRG3,283,11
NRG2,283,11
NRG4,283,11
ATP2A2,284,11
PRKG2,284,11
PRKG1,284,11
PPP1R17,284,11
ATP2B3,284,11
ATP1A4,284,11
SLC8A1,284,11
SLC8A3,284,11
ATP1B4,284,11
SLC8A2,284,11
SMTNL1,284,11
CAP2,285,11
CAP1,285,11
GSN,285,11
SCIN,285,11
CFL2,285,11
CFL1,285,11
CORO7-PAM16,285,11
WDR1,285,11
LIMK1,285,11
ATP2C1,285,11
DSTN,285,11
EPHX2,286,11
GPLD1,286,11
HDDC2,286,11
WDR6,286,11
ALDH8A1,286,11
ADAL,286,11
PLPP1,286,11
PLPP6,286,11
DALRD3,286,11
QRICH1,286,11
GMPR2,286,11
HTRA2,287,11
CASP7,287,11
BIRC6,287,11
APAF1,287,11
CASP9,287,11
DIABLO,287,11
BIRC7,287,11
DIABLO-2,287,11
BCL2L12,287,11
AVEN,287,11
UACA,287,11
HEXB,288,11
ST3GAL5,288,11
HEXA,288,11
CHIA,288,11
CHIT1,288,11
GM2A,288,11
NAGK,288,11
B3GALNT1,288,11
NAGA,288,11
HEXD,288,11
GBGT1,288,11
SI,289,11
AMY1C,289,11
AMY1B,289,11
AMY2A,289,11
AMY2B,289,11
MGAM,289,11
MGAM2,289,11
GAA,289,11
GANC,289,11
AMY1A,289,11
TREH,289,11
PROKR2,290,11
NSMF,290,11
ANOS1,290,11
GNRHR,290,11
KISS1R,290,11
PROK2,290,11
CHD7,290,11
GNRH1,290,11
KISS1,290,11
GNRH2,290,11
TACR3,290,11
NRCAM,291,11
HAPLN2,291,11
CNTN2,291,11
PTPRB,291,11
GLDN,291,11
NFASC,291,11
CNTN1,291,11
PTPRZ1,291,11
CNTNAP4,291,11
CNTN5,291,11
CNTNAP1,291,11
INSL3,292,11
RXFP3,292,11
RXFP4,292,11
RXFP1,292,11
RLN1,292,11
RLN2,292,11
RLN3,292,11
INSL4,292,11
RXFP2,292,11
INSL5,292,11
INSL6,292,11
ID2,293,11
ID4,293,11
TCF3,293,11
TCF4,293,11
TCF12,293,11
ID1,293,11
ID3,293,11
TAL2,293,11
ASCL3,293,11
FERD3L,293,11
KLF17,293,11
USP10,294,11
hCG_1642624,294,11
PPP6C,294,11
PPP6R1,294,11
NFKBIE,294,11
ANKRD28,294,11
PPP6R2,294,11
PPP6R3,294,11
SH3BP5,294,11
ANKRD44,294,11
ANKRD52,294,11
TRUB1,295,11
TRUB2,295,11
PUS3,295,11
RPUSD4,295,11
PUS7L,295,11
PUS7,295,11
RPUSD3,295,11
PUSL1,295,11
PUS10,295,11
RPUSD2,295,11
RPUSD1,295,11
CHKB,296,11
PCYT1A,296,11
PCYT1B,296,11
CHKA,296,11
ACHE,296,11
PCYT2,296,11
PHOSPHO1,296,11
GPCPD1,296,11
ETNK2,296,11
ETNK1,296,11
ETNPPL,296,11
OTOG,297,11
STRC,297,11
OTOGL,297,11
TECTB,297,11
CEACAM16,297,11
OTOA,297,11
STXBP6,297,11
ZAN,297,11
SLC22A17,297,11
COCH,297,11
TECTA,297,11
MYO1C,298,11
PDLIM4,298,11
MYO6,298,11
MYO1A,298,11
DUSP22,298,11
MYO1F,298,11
SH3BP4,298,11
MYO9A,298,11
MYO18B,298,11
FBXO34,298,11
GIPC2,298,11
OMP,299,11
ADCY5,299,11
ADCY8,299,11
ADCY9,299,11
ADCY1,299,11
ADCY2,299,11
ADCY3,299,11
PROK1,299,11
DNAJC27,299,11
PROKR1,299,11
MRAP2,299,11
PSTPIP1,300,11
PTPRU,300,11
SPR,300,11
GCH1,300,11
ALPP,300,11
PTS,300,11
ALPG,300,11
PTPN3,300,11
ALPI,300,11
GCHFR,300,11
PTPRA,300,11
GRM7,301,11
GRM2,301,11
GRIK4,301,11
GRIK2,301,11
GRIK5,301,11
NETO1,301,11
GRM4,301,11
GRIK3,301,11
GRIK1,301,11
NETO2,301,11
GRM8,301,11
SERPINA4,302,11
SERPINA5,302,11
KLK3,302,11
NKX3-1,302,11
ACPP,302,11
TGM4,302,11
KLK2,302,11
KLK1,302,11
STEAP1,302,11
STEAP2,302,11
ANO7,302,11
ASNSD1,303,11
TMEM109,303,11
GATB,303,11
COX16,303,11
U3KQP1_HUMAN,303,11
FADS6,303,11
LGSN,303,11
QRSL1,303,11
FAAH2,303,11
IAH1,303,11
PTRH2,303,11
IL25,304,11
IL17F,304,11
IL17RA,304,11
TRAF3IP2,304,11
IL17D,304,11
IL17C,304,11
IL17RC,304,11
IL17RB,304,11
IL17RD,304,11
IL17RE,304,11
IL17B,304,11
BAP1,305,11
KDM1B,305,11
ASXL3,305,11
FOXK1,305,11
FOXK2,305,11
MBD6,305,11
ASXL1,305,11
ASXL2,305,11
MBD5,305,11
VAX1,305,11
ZNF462,305,11
GZMA,306,11
PRF1,306,11
KLRG1,306,11
NKG7,306,11
CST7,306,11
GNLY,306,11
GZMH,306,11
BRINP1,306,11
CTSW,306,11
SMPDL3A,306,11
FGFBP2,306,11
CHGA,307,11
GPR83,307,11
CPE,307,11
CHGB,307,11
PCSK1,307,11
PCSK2,307,11
SCG3,307,11
SCG5,307,11
SCG2,307,11
PCSK1N,307,11
GPR171,307,11
ZNF597,308,11
NSMCE2,308,11
SMC5,308,11
SMC6,308,11
SLF1,308,11
NSMCE1,308,11
SLF2,308,11
NSMCE4A,308,11
EID3,308,11
NSMCE3,308,11
EID2,308,11
RENBP,309,11
PGM3,309,11
GNE,309,11
UAP1L1,309,11
PGGHG,309,11
NANS,309,11
NANP,309,11
SLC35A1,309,11
CMAS,309,11
NPL,309,11
RNF38,309,11
NLRX1,310,11
GRSF1,310,11
FASTKD2,310,11
MTPAP,310,11
FASTKD3,310,11
DHX30,310,11
PTCD1,310,11
PTCD2,310,11
NGRN,310,11
RCC1L,310,11
FASTKD5,310,11
RANBP1,311,11
KPNA4,311,11
RANBP3,311,11
TRMT2A,311,11
PPIAL4G,311,11
PPIAL4F,311,11
PPIAL4D,311,11
PPIAL4C,311,11
PPIAL4A,311,11
PPIAL4E,311,11
NBPF12,311,11
TMPRSS6,312,11
CYBRD1,312,11
HJV,312,11
HAMP,312,11
TFR2,312,11
HFE,312,11
LEAP2,312,11
SLC11A1,312,11
SLC40A1,312,11
SLC11A2,312,11
HEPH,312,11
YRDC,313,11
EMCN,313,11
OSGEP,313,11
GON7,313,11
LAGE3,313,11
TP53RK,313,11
TPRKB,313,11
OSGEPL1,313,11
WDR73,313,11
RBBP9,313,11
ANKAR,313,11
KRTAP10-11,314,11
KRTAP10-8,314,11
KRTAP10-12,314,11
KRTAP10-4,314,11
KRTAP10-7,314,11
KRTAP10-9,314,11
KRTAP10-10,314,11
KRTAP10-5,314,11
KRTAP10-1,314,11
KRTAP10-3,314,11
KRTAP12-1,314,11
RAB11FIP3,315,10
RAB11FIP1,315,10
RAB11FIP4,315,10
RAB11FIP5,315,10
RAB25,315,10
RAB11FIP2,315,10
RAB11B,315,10
MYO5B,315,10
DKKL1,315,10
CAGE1,315,10
CLCA1,316,10
FCGBP,316,10
C15orf48,316,10
CLCA2,316,10
CLCA4,316,10
CHP2,316,10
SPINK4,316,10
ANO1,316,10
ANO2,316,10
ZG16,316,10
LSM11,317,10
SLBP,317,10
ERI1,317,10
DDX19A,317,10
NPAT,317,10
CTIF,317,10
DDX19B-2,317,10
ZNF473,317,10
CASP8AP2,317,10
MIF4GD,317,10
RAF1,318,10
CNKSR2,318,10
RALGDS,318,10
KSR1,318,10
CNKSR1,318,10
SPRY2,318,10
SPRY1,318,10
PAQR3,318,10
KSR2,318,10
BRAP,318,10
MAPRE3,319,10
MAPRE1,319,10
CLIP1,319,10
CLASRP,319,10
CLIP2,319,10
CLASP2,319,10
MAPRE2,319,10
CLASP1,319,10
PDE4DIP,319,10
SPEF1,319,10
NDEL1,320,10
DIXDC1,320,10
DISC1,320,10
NDE1,320,10
CCDC88A,320,10
ZNF804A,320,10
DAOA,320,10
FEZ1,320,10
CCDC141,320,10
ZNF365,320,10
ACTL7A,321,10
VASP,321,10
RAPH1,321,10
ENAH,321,10
APBB1IP,321,10
EVL,321,10
LASP1,321,10
LPP,321,10
PFN2,321,10
TES,321,10
CYB5A,322,10
CYB5B,322,10
CYB5R3,322,10
MARC1,322,10
CYB5R1,322,10
CYB5R4,322,10
CYB5RL,322,10
NENF,322,10
CYB5R2,322,10
FADS3,322,10
ERP29,323,10
ERO1A,323,10
PDIA2,323,10
P4HB,323,10
PDIA6,323,10
PDIA4,323,10
ERO1B,323,10
P3H2,323,10
PRDX4,323,10
P4HA3,323,10
GPHN,324,10
MOCS2,324,10
MARC2,324,10
SLC6A5,324,10
ARHGEF9,324,10
GLRB,324,10
LHFPL4,324,10
GLRA1,324,10
INSYN1,324,10
GLRA3,324,10
SLC25A23,325,10
MICU1,325,10
MICU2,325,10
MCU,325,10
LETM1,325,10
MICU3,325,10
SMDT1,325,10
MCUR1,325,10
SLC8B1,325,10
MCUB,325,10
ARSA,326,10
SUMF1,326,10
XG,326,10
ARSG,326,10
SUMF2,326,10
ARSK,326,10
ARSJ,326,10
ARSH,326,10
ARSI,326,10
ARSD,326,10
SULT1C3,327,10
SULT1B1,327,10
SULT1C4,327,10
NDST3,327,10
HS3ST2,327,10
HS3ST3A1,327,10
CHST6,327,10
HS3ST4,327,10
HS3ST3B1,327,10
CHST5,327,10
SEMA4D,328,10
PLXNB1,328,10
PLXNB2,328,10
SEMA4A,328,10
SEMA4C,328,10
PLXNB3,328,10
SEMA4G,328,10
SEMA4F,328,10
SEMA4B,328,10
CHST10,328,10
SPTBN1,329,10
SPTBN4,329,10
ATXN10,329,10
SPTBN2,329,10
SPTAN1,329,10
EPB41L2,329,10
EPB41L3,329,10
SPTA1,329,10
SPTBN5,329,10
SPTB,329,10
FGF20,330,10
FGF22,330,10
FGF6,330,10
FGF17,330,10
FGF13,330,10
FGF18,330,10
FGF16,330,10
FGF1,330,10
KITLG,330,10
FGF11,330,10
RHCE,331,10
RHD,331,10
VPS13A,331,10
GYPA,331,10
RHAG,331,10
KEL,331,10
GYPB,331,10
GYPE,331,10
XK,331,10
TRIM10,331,10
NFYA,332,10
RFX5,332,10
CIITA,332,10
NFYC,332,10
SPDYC,332,10
RFX1,332,10
NFYB,332,10
RFXANK,332,10
RFXAP,332,10
ZXDC,332,10
KMO,333,10
KYNU,333,10
AFMID,333,10
TDO2,333,10
HAAO,333,10
ACMSD,333,10
KYAT3,333,10
KYAT1,333,10
AADAT,333,10
KYAT1-2,333,10
GET1,334,10
GET3,334,10
UBL4A,334,10
CAMLG,334,10
BAG6,334,10
GET4,334,10
SGTA,334,10
SERP1,334,10
SGTB,334,10
RNF126,334,10
USP11,335,10
TCEAL9,335,10
BEX3,335,10
TCEAL2,335,10
TCEAL1,335,10
TCEAL7,335,10
TCEAL6,335,10
TCEAL4,335,10
BEX5,335,10
TCEAL3,335,10
NEDD4L,336,10
NEDD4,336,10
ITCH,336,10
WWP2,336,10
WWP1,336,10
NDFIP1,336,10
ARRDC3,336,10
NDFIP2,336,10
RNF11,336,10
MORC4,336,10
ABCC8,337,10
ABCC9,337,10
KCNJ11,337,10
SLC30A8,337,10
KCNJ8,337,10
TSPAN8,337,10
HHEX,337,10
CDKAL1,337,10
CDC123,337,10
ABCB5,337,10
TRAT1,338,10
TRIM5,338,10
SIT1,338,10
TRIM8,338,10
TRIM36,338,10
TRIM31,338,10
TRIM26,338,10
TRIM6-TRIM34,338,10
TMLHE,338,10
TRIM34,338,10
